Gm,Date,Tm,H_A,Opp,Result,R,RA,Inn,Record,Rank,GB,Win,Loss,Save,Time,D.N,Attendance,cLI,Streak,Orig_Scheduled,Year
29,"Tuesday, May 7",NYM,H,CHW,W-wo,1,0,10,13-16,4,4.5,Parnell,Jones,,2:30,N,23394,0.77,1,,2013
30,"Wednesday, May 8",NYM,H,CHW,L,3,6,,13-17,4,5.5,Peavy,Hefner,,3:09,N,21470,0.79,-1,,2013
31,"Thursday, May 9",NYM,H,PIT,W-wo,3,2,,14-17,3,5.5,Parnell,Grilli,,3:06,N,20147,0.75,1,,2013
32,"Friday, May 10",NYM,H,PIT,L,3,7,,14-18,3,5.5,Rodriguez,Marcum,Grilli,3:07,N,25153,0.79,-1,,2013
33,"Saturday, May 11",NYM,H,PIT,L,2,11,,14-19,4,5.5,Liriano,Niese,,3:03,D,31160,0.77,-2,,2013
34,"Sunday, May 12",NYM,H,PIT,L,2,3,,14-20,4,5.5,Wilson,Rice,Grilli,3:19,D,28404,0.74,-3,,2013
35,"Monday, May 13",NYM,A,STL,L,3,6,,14-21,4,6.5,Lynn,Rice,Mujica,2:54,N,38412,0.69,-4,,2013
36,"Tuesday, May 14",NYM,A,STL,L,4,10,,14-22,4,6.5,Gast,Gee,,2:39,N,37460,0.58,-5,,2013
37,"Wednesday, May 15",NYM,A,STL,L,2,4,,14-23,4,6.5,Maness,Marcum,Mujica,3:07,N,38143,0.55,-6,,2013
38,"Thursday, May 16",NYM,A,STL,W,5,2,,15-23,4,6.0,Niese,Wainwright,Parnell,2:53,D,44068,0.52,1,,2013
39,"Friday, May 17",NYM,A,CHC,W,3,2,,16-23,4,6.0,Harvey,Jackson,Parnell,2:56,D,34890,0.56,2,,2013
40,"Saturday, May 18",NYM,A,CHC,L,2,8,,16-24,4,7.0,Feldman,Hefner,,2:51,D,38766,0.59,-1,,2013
41,"Sunday, May 19",NYM,A,CHC,W,4,3,,17-24,4,7.0,Rice,Fujikawa,Parnell,3:01,D,34258,0.51,1,,2013
42,"Monday, May 20",NYM,H,CIN,L,3,4,,17-25,4,8.0,Cueto,Marcum,Chapman,3:22,N,23038,0.59,-1,,2013
43,"Tuesday, May 21",NYM,H,CIN,L,0,4,,17-26,4,9.0,Leake,Niese,,2:42,N,23183,0.56,-2,,2013
44,"Wednesday, May 22",NYM,H,CIN,L,4,7,,17-27,4,10.0,Simon,Parnell,Chapman,3:09,D,30415,0.44,-3,,2013
45,"Friday, May 24",NYM,H,ATL,L,5,7,10,17-28,4,11.0,Varvaro,Lyon,Kimbrel,3:52,N,32325,0.47,-4,,2013
46,"Saturday, May 25",NYM,H,ATL,L,0,6,,17-29,4,12.0,Minor,Gee,,3:07,N,27622,0.37,-5,,2013
47,"Sunday, May 26",NYM,H,ATL,W,4,2,,18-29,4,11.0,Hawkins,Gearrin,Parnell,2:47,N,27296,0.33,1,,2013
48,"Monday, May 27",NYM,H,NYY,W,2,1,,19-29,4,10.0,Lyon,Robertson,Parnell,2:44,N,32911,0.28,2,,2013
49,"Tuesday, May 28",NYM,H,NYY,W-wo,2,1,,20-29,4,10.0,Rice,Rivera,,2:54,N,31877,0.31,3,,2013
50,"Wednesday, May 29",NYM,A,NYY,W,9,4,,21-29,4,9.0,Hefner,Phelps,,3:11,N,43681,0.34,4,,2013
51,"Thursday, May 30",NYM,A,NYY,W,3,1,,22-29,4,9.0,Gee,Nuno,Parnell,2:45,N,44207,0.39,5,,2013
52,"Friday, May 31",NYM,A,MIA,L,1,5,,22-30,4,9.0,Turner,Marcum,,2:35,N,16493,0.43,-1,,2013
53,"Saturday, Jun 1",NYM,A,MIA,L,1,8,,22-31,4,10.0,Fernandez,McHugh,,2:41,D,16283,0.47,-2,,2013
54,"Sunday, Jun 2",NYM,A,MIA,L,6,11,,22-32,4,11.0,LeBlanc,Rice,,3:10,D,18434,0.36,-3,,2013
55,"Tuesday, Jun 4",NYM,A,WSN,L-wo,2,3,,22-33,4,12.5,Clippard,Parnell,,2:28,N,31473,0.32,-4,,2013
56,"Wednesday, Jun 5",NYM,A,WSN,W,10,1,,23-33,4,12.5,Gee,Haren,,3:12,N,36155,0.28,1,,2013
57,"Saturday, Jun 8",NYM,H,MIA,L,1,2,20,23-34,4,12.5,Slowey,Marcum,Cishek,6:25,D,20338,0.3,-1,,2013
58,"Sunday, Jun 9",NYM,H,MIA,L,4,8,10,23-35,4,13.5,Qualls,Parnell,,3:35,D,21747,0.25,-2,,2013
59,"Tuesday, Jun 11",NYM,H,STL,L,2,9,,23-36,4,13.0,Wacha,Hefner,,2:53,N,21581,0.2,-3,,2013
60,"Wednesday, Jun 12",NYM,H,STL,W,5,1,,24-36,4,12.0,Gee,Miller,,2:33,N,23331,0.18,1,,2013
61,"Thursday, Jun 13",NYM,H,STL,L,1,2,,24-37,4,12.5,Wainwright,Harvey,Mujica,2:43,D,25471,0.21,-1,,2013
62,"Friday, Jun 14",NYM,H,CHC,L,3,6,,24-38,4,12.5,Jackson,Marcum,Gregg,3:16,N,32213,0.19,-2,,2013
63,"Saturday, Jun 15",NYM,H,CHC,L,2,5,,24-39,4,13.5,Feldman,Niese,Gregg,3:32,D,27004,0.16,-3,,2013
64,"Sunday, Jun 16",NYM,H,CHC,W-wo,4,3,,25-39,4,13.5,Parnell,Marmol,,2:51,D,30256,0.12,1,,2013
65,"Monday, Jun 17",NYM,A,ATL,L-wo,1,2,,25-40,4,14.5,Carpenter,Gee,,2:29,N,22048,0.18,-1,,2013
66,"Tuesday, Jun 18 (1)",NYM,A,ATL,W,4,3,,26-40,4,12.5,Harvey,Wood,Parnell,3:13,D,21857,0.14,1,2013-05-04 (Rain),2013
67,"Tuesday, Jun 18 (2)",NYM,A,ATL,W,6,1,,27-40,4,12.5,Wheeler,Maholm,,3:24,N,21073,0.18,2,,2013
68,"Wednesday, Jun 19",NYM,A,ATL,L,3,5,,27-41,4,13.5,Medlen,Marcum,Kimbrel,3:00,N,21852,0.26,-1,,2013
69,"Thursday, Jun 20",NYM,A,ATL,W,4,3,,28-41,4,12.5,Hawkins,Minor,Parnell,3:10,N,33824,0.21,1,,2013
70,"Friday, Jun 21",NYM,A,PHI,W,4,3,,29-41,4,11.5,Hefner,Hamels,Parnell,3:05,N,40062,0.2,2,,2013
71,"Saturday, Jun 22",NYM,A,PHI,L-wo,7,8,,29-42,4,11.5,Papelbon,Torres,,3:15,D,45725,0.24,-1,,2013
72,"Sunday, Jun 23",NYM,A,PHI,W,8,0,,30-42,4,11.5,Harvey,Lannan,,2:34,D,44951,0.21,1,,2013
73,"Tuesday, Jun 25",NYM,A,CHW,L-wo,4,5,,30-43,4,12.5,Reed,Hawkins,,2:55,N,20787,0.21,-1,,2013
74,"Wednesday, Jun 26",NYM,A,CHW,W,3,0,,31-43,4,11.5,Marcum,Danks,Parnell,2:28,N,18249,0.17,1,,2013
75,"Thursday, Jun 27",NYM,A,COL,W,3,2,,32-43,4,11.0,Hawkins,Belisle,Parnell,2:51,D,34387,0.21,2,2013-04-17 (Snow),2013
76,"Friday, Jun 28",NYM,H,WSN,L,4,6,,32-44,4,12.0,Clippard,Parnell,Storen,3:19,N,28363,0.3,-1,,2013
77,"Saturday, Jun 29",NYM,H,WSN,W,5,1,,33-44,4,12.0,Gee,Jordan,,3:05,D,26426,0.2,1,,2013
78,"Sunday, Jun 30",NYM,H,WSN,L,2,13,,33-45,4,13.0,Gonzalez,Wheeler,,3:11,D,33366,0.25,-1,,2013
79,"Monday, Jul 1",NYM,H,ARI,W-wo,5,4,13,34-45,4,12.5,Aardsma,Collmenter,,5:13,N,22240,0.16,1,,2013
80,"Tuesday, Jul 2",NYM,H,ARI,W,9,1,,35-45,4,12.5,Hefner,Corbin,,2:24,N,21500,0.18,2,,2013
81,"Wednesday, Jul 3",NYM,H,ARI,L,3,5,,35-46,4,12.5,Delgado,Harvey,Bell,3:17,N,41257,0.21,-1,,2013
82,"Thursday, Jul 4",NYM,H,ARI,L,4,5,15,35-47,4,12.5,Roe,Rice,Ziegler,5:46,D,24224,0.2,-2,,2013
83,"Friday, Jul 5",NYM,A,MIL,W,12,5,,36-47,4,11.5,Wheeler,Hellweg,Edgin,3:30,N,32519,0.15,1,,2013
84,"Saturday, Jul 6",NYM,A,MIL,L,6,7,,36-48,4,12.5,Gallardo,Marcum,Rodriguez,3:32,N,31619,0.19,-1,,2013
85,"Sunday, Jul 7",NYM,A,MIL,W,2,1,,37-48,4,11.5,Hefner,Gorzelanny,Parnell,2:47,D,39677,0.13,1,,2013
86,"Monday, Jul 8",NYM,A,SFG,W,4,3,16,38-48,4,11.5,Edgin,Kontos,Parnell,5:26,N,41497,0.18,2,,2013
87,"Tuesday, Jul 9",NYM,A,SFG,W,10,6,,39-48,4,11.5,Rice,Mijares,,3:23,N,41534,0.21,3,,2013
88,"Wednesday, Jul 10",NYM,A,SFG,W,7,2,,40-48,4,10.5,Wheeler,Cain,,2:55,D,41679,0.24,4,,2013
89,"Friday, Jul 12",NYM,A,PIT,L-wo,2,3,11,40-49,4,11.0,Mazzaro,Germen,,3:32,N,39036,0.29,-1,,2013
90,"Saturday, Jul 13",NYM,A,PIT,L,2,4,,40-50,4,12.0,Wilson,Burke,Grilli,3:02,N,39173,0.27,-2,,2013
91,"Sunday, Jul 14",NYM,A,PIT,W,4,2,,41-50,4,11.0,Gee,Cole,Parnell,3:02,D,37490,0.22,1,,2013
92,"Friday, Jul 19",NYM,H,PHI,L,8,13,,41-51,4,12.0,Kendrick,Hefner,,3:27,N,35021,0.29,-1,,2013
93,"Saturday, Jul 20",NYM,H,PHI,W,5,4,,42-51,4,11.0,Germen,Hamels,Parnell,3:35,D,26722,0.2,1,,2013
94,"Sunday, Jul 21",NYM,H,PHI,W,5,0,,43-51,4,10.0,Harvey,Lee,,2:33,D,32127,0.27,2,,2013
95,"Monday, Jul 22",NYM,H,ATL,L,1,2,,43-52,4,11.0,Walden,Parnell,Kimbrel,3:03,N,25111,0.4,-1,,2013
96,"Tuesday, Jul 23",NYM,H,ATL,W,4,1,,44-52,4,10.0,Torres,Medlen,Parnell,2:54,N,24355,0.29,1,,2013
97,"Wednesday, Jul 24",NYM,H,ATL,L,2,8,,44-53,4,11.0,Hudson,Hefner,,3:03,N,28194,0.39,-1,,2013
98,"Thursday, Jul 25",NYM,H,ATL,W,7,4,,45-53,4,10.0,Wheeler,Loe,Parnell,3:27,D,35793,0.3,1,,2013
99,"Friday, Jul 26 (1)",NYM,A,WSN,W,11,0,,46-53,4,10.5,Mejia,Zimmermann,,3:13,D,33858,0.29,2,2013-06-06 (Rain),2013
100,"Friday, Jul 26 (2)",NYM,A,WSN,L-wo,1,2,,46-54,4,10.5,Soriano,Hawkins,,2:53,N,33689,0.33,-1,,2013
101,"Saturday, Jul 27",NYM,A,WSN,L,1,4,,46-55,4,11.5,Haren,Gee,Soriano,2:17,D,37464,0.23,-2,,2013
102,"Sunday, Jul 28",NYM,A,WSN,L,1,14,,46-56,4,12.5,Jordan,Torres,,3:17,D,31467,0.19,-3,,2013
103,"Monday, Jul 29",NYM,A,MIA,W,6,5,,47-56,4,12.5,Aardsma,Ramos,Parnell,3:26,N,19343,0.12,1,,2013
104,"Tuesday, Jul 30",NYM,A,MIA,W,4,2,10,48-56,4,12.5,Atchison,Cishek,Parnell,3:10,N,23408,0.15,2,,2013
105,"Wednesday, Jul 31",NYM,A,MIA,L,2,3,,48-57,4,13.5,Alvarez,Mejia,Dunn,2:50,N,18714,0.19,-1,,2013
106,"Thursday, Aug 1",NYM,A,MIA,L,0,3,,48-58,4,14.5,Koehler,Harvey,Cishek,3:07,D,25916,0.13,-2,,2013
107,"Friday, Aug 2",NYM,H,KCR,W-wo,4,2,11,49-58,3,14.5,Torres,Mendoza,,4:07,N,31032,0.09,1,,2013
108,"Saturday, Aug 3",NYM,H,KCR,L,3,4,12,49-59,3,15.5,Herrera,Aardsma,Holland,3:46,D,25095,0.1,-1,,2013
109,"Sunday, Aug 4",NYM,H,KCR,L,2,6,,49-60,3,16.5,Santana,Wheeler,,3:18,D,25658,0.07,-2,,2013
110,"Tuesday, Aug 6",NYM,H,COL,W,3,2,,50-60,3,17.0,Atchison,Lopez,Hawkins,3:19,N,27198,0.05,1,,2013
111,"Wednesday, Aug 7",NYM,H,COL,W,5,0,,51-60,3,17.0,Harvey,Chacin,,2:20,N,27581,0.05,2,,2013
112,"Thursday, Aug 8",NYM,H,COL,W,2,1,,52-60,3,16.5,Gee,Manship,Hawkins,2:44,D,26618,0.06,3,,2013
113,"Friday, Aug 9",NYM,A,ARI,L-wo,4,5,,52-61,3,17.5,Ziegler,Atchison,,2:55,N,25187,0.09,-1,,2013
114,"Saturday, Aug 10",NYM,A,ARI,W,4,1,,53-61,3,16.5,Wheeler,McCarthy,Hawkins,3:01,N,42450,0.05,1,,2013
115,"Sunday, Aug 11",NYM,A,ARI,W,9,5,,54-61,3,16.5,Niese,Spruill,,3:08,D,28260,0.1,2,,2013
116,"Monday, Aug 12",NYM,A,LAD,L,2,4,,54-62,3,16.5,Nolasco,Mejia,Jansen,2:49,N,42915,0.09,-1,,2013
117,"Tuesday, Aug 13",NYM,A,LAD,L,2,4,,54-63,3,17.5,Ryu,Harvey,Jansen,2:39,N,46335,0.06,-2,,2013
118,"Wednesday, Aug 14",NYM,A,LAD,L-wo,4,5,12,54-64,3,18.5,Rodriguez,Feliciano,,4:11,N,44091,0.04,-3,,2013
119,"Thursday, Aug 15",NYM,A,SDP,W,4,1,,55-64,3,18.0,Atchison,Gregerson,Germen,3:04,N,21812,0.02,1,,2013
120,"Friday, Aug 16",NYM,A,SDP,W,5,2,,56-64,3,18.0,Niese,Kennedy,Hawkins,3:13,N,25604,0.02,2,,2013
121,"Saturday, Aug 17",NYM,A,SDP,L,2,8,,56-65,3,18.0,Volquez,Aardsma,,3:36,N,36974,0.04,-1,,2013
122,"Sunday, Aug 18",NYM,A,SDP,L-wo,3,4,,56-66,3,19.0,Street,Feliciano,,2:49,D,24704,0.02,-2,,2013
123,"Monday, Aug 19",NYM,A,MIN,W,6,1,,57-66,3,18.5,Gee,Gibson,,2:53,D,30913,0.01,1,2013-04-14 (Snow),2013
124,"Tuesday, Aug 20",NYM,H,ATL,W,5,3,,58-66,3,17.5,Wheeler,Beachy,Hawkins,3:05,N,25863,0.01,2,,2013
125,"Wednesday, Aug 21",NYM,H,ATL,L,1,4,10,58-67,3,18.5,Avilan,Atchison,Kimbrel,3:05,D,22935,0.02,-1,,2013
126,"Friday, Aug 23",NYM,H,DET,L,1,6,,58-68,3,18.0,Fister,Matsuzaka,,2:57,N,37023,0,-2,,2013
127,"Saturday, Aug 24",NYM,H,DET,L,0,3,,58-69,3,18.0,Scherzer,Harvey,Benoit,3:10,D,35636,0.01,-3,,2013
128,"Sunday, Aug 25",NYM,H,DET,L,3,11,,58-70,3,19.0,Porcello,Gee,,3:16,D,32084,0,-4,,2013
129,"Monday, Aug 26",NYM,H,PHI,L,1,2,,58-71,4,19.5,Lee,Wheeler,Papelbon,2:53,N,25784,0,-5,,2013
130,"Tuesday, Aug 27",NYM,H,PHI,W,5,0,,59-71,3,19.5,Niese,Kendrick,,2:19,N,25700,0,1,,2013
131,"Wednesday, Aug 28",NYM,H,PHI,L,2,6,,59-72,4,20.5,Hamels,Matsuzaka,,3:32,N,24447,0,-1,,2013
132,"Thursday, Aug 29",NYM,H,PHI,W,11,3,,60-72,3,20.5,Torres,Martin,,3:12,D,22008,0,1,,2013
133,"Friday, Aug 30",NYM,A,WSN,W,3,2,,61-72,3,20.5,Gee,Zimmermann,Hawkins,2:25,N,35008,0,2,,2013
134,"Saturday, Aug 31",NYM,A,WSN,W,11,3,,62-72,3,20.5,Wheeler,Haren,,3:11,N,34481,0,3,,2013
135,"Sunday, Sep 1",NYM,A,WSN,L,5,6,,62-73,3,20.5,Davis,Germen,Soriano,3:09,N,28995,0,-1,,2013
136,"Monday, Sep 2",NYM,A,ATL,L,5,13,,62-74,3,21.5,Maholm,Matsuzaka,,3:41,D,26530,0,-2,,2013
137,"Tuesday, Sep 3",NYM,A,ATL,L,1,3,,62-75,3,22.5,Medlen,Torres,Kimbrel,2:42,N,21221,0,-3,,2013
138,"Wednesday, Sep 4",NYM,A,ATL,W,5,2,,63-75,3,21.5,Gee,Loe,Hawkins,3:01,D,22946,0,1,,2013
139,"Friday, Sep 6",NYM,A,CLE,L,1,8,,63-76,3,21.5,Kazmir,Wheeler,,2:58,N,15962,0,-1,,2013
140,"Saturday, Sep 7",NYM,A,CLE,L,4,9,,63-77,4,21.5,Kluber,Niese,,2:56,N,21453,0,-2,,2013
141,"Sunday, Sep 8",NYM,A,CLE,W,2,1,,64-77,4,20.5,Francisco,Perez,Hawkins,3:43,D,13317,0,1,,2013
142,"Monday, Sep 9",NYM,H,WSN,L,0,9,,64-78,4,21.5,Gonzalez,Torres,,2:47,N,20174,0,-1,,2013
143,"Tuesday, Sep 10",NYM,H,WSN,L,3,6,,64-79,4,22.5,Zimmermann,Gee,Soriano,3:02,N,20307,0,-2,,2013
144,"Wednesday, Sep 11",NYM,H,WSN,L,0,3,,64-80,4,22.5,Haren,Wheeler,Soriano,2:49,N,20151,0,-3,,2013
145,"Thursday, Sep 12",NYM,H,WSN,L,2,7,,64-81,4,23.5,Roark,Harang,,2:56,D,20484,0,-4,,2013
146,"Friday, Sep 13",NYM,H,MIA,W,4,3,,65-81,4,22.5,Niese,Hand,Hawkins,2:30,N,20562,0,1,,2013
147,"Saturday, Sep 14 (1)",NYM,H,MIA,L,0,3,,65-82,4,23.0,Alvarez,Torres,Cishek,2:53,D,NA,0,-1,2013-06-07 (Rain),2013
148,"Saturday, Sep 14 (2)",NYM,H,MIA,W,3,1,,66-82,4,23.0,Matsuzaka,Turner,Hawkins,2:47,N,25175,0,1,,2013
149,"Sunday, Sep 15",NYM,H,MIA,W-wo,1,0,12,67-82,4,22.0,Black,Phillips,,3:37,D,25165,0,2,,2013
150,"Tuesday, Sep 17",NYM,H,SFG,L,5,8,,67-83,4,21.5,Petit,Henn,,3:55,N,24343,0,-1,,2013
151,"Wednesday, Sep 18",NYM,H,SFG,W-wo,5,4,,68-83,4,21.5,Black,Romo,,3:11,N,23698,0,1,,2013
152,"Thursday, Sep 19",NYM,H,SFG,L,1,2,,68-84,4,22.0,Bumgarner,Niese,Lopez,2:37,D,22897,0,-1,,2013
153,"Friday, Sep 20",NYM,A,PHI,W,6,4,,69-84,4,22.0,Matsuzaka,Hamels,Hawkins,3:00,N,33117,0,1,,2013
154,"Saturday, Sep 21",NYM,A,PHI,W,5,4,7,70-84,4,21.0,Gee,Cloyd,,2:00,N,36650,0,2,,2013
155,"Sunday, Sep 22",NYM,A,PHI,W,4,3,,71-84,3,21.0,Torres,Lee,Hawkins,2:56,D,44398,0,3,,2013
156,"Monday, Sep 23",NYM,A,CIN,L-wo,2,3,10,71-85,3,21.0,Parra,Burke,,3:42,N,21269,0,-1,,2013
157,"Tuesday, Sep 24",NYM,A,CIN,W,4,2,,72-85,3,21.0,Niese,Leake,Black,3:01,N,28887,0,1,,2013
158,"Wednesday, Sep 25",NYM,A,CIN,W,1,0,,73-85,3,20.0,Matsuzaka,Latos,Hawkins,2:51,D,26223,0,2,,2013
159,"Thursday, Sep 26",NYM,H,MIL,L,2,4,,73-86,3,21.0,Figaro,Gee,Henderson,3:04,N,21350,0,-1,,2013
160,"Friday, Sep 27",NYM,H,MIL,L,2,4,,73-87,3,22.0,Gallardo,Torres,Henderson,2:40,N,25276,0,-2,,2013
161,"Saturday, Sep 28",NYM,H,MIL,L,2,4,10,73-88,3,22.0,Hand,Atchison,Figaro,3:57,D,29326,0,-3,,2013
162,"Sunday, Sep 29",NYM,H,MIL,W,3,2,,74-88,3,22.0,Black,Kintzler,Francisco,2:23,D,41891,0,1,,2013
1,"Monday, Mar 31",NYM,H,WSN,L,7,9,10,0-1,4,1.0,Barrett,Familia,,3:47,D,42442,1.07,-1,,2014
2,"Wednesday, Apr 2",NYM,H,WSN,L,1,5,,0-2,5,2.0,Gonzalez,Colon,,3:00,N,29146,1.01,-2,,2014
3,"Thursday, Apr 3",NYM,H,WSN,L,2,8,,0-3,5,3.0,Roark,Wheeler,,3:21,D,20561,0.94,-3,,2014
4,"Friday, Apr 4",NYM,H,CIN,W,4,3,,1-3,5,2.5,Mejia,Leake,Valverde,2:59,N,35845,0.79,1,,2014
5,"Saturday, Apr 5",NYM,H,CIN,W-wo,6,3,,2-3,5,2.5,Torres,Hoover,,2:48,D,25424,0.82,2,,2014
6,"Sunday, Apr 6",NYM,H,CIN,L,1,2,,2-4,5,2.5,Simon,Niese,Parra,2:35,D,26928,0.82,-1,,2014
7,"Tuesday, Apr 8",NYM,A,ATL,W,4,0,,3-4,4,2.0,Colon,Harang,,3:07,N,47144,0.88,1,,2014
8,"Wednesday, Apr 9",NYM,A,ATL,L,3,4,,3-5,4,3.0,Santana,Wheeler,Kimbrel,2:40,N,19608,0.98,-1,,2014
9,"Thursday, Apr 10",NYM,A,ATL,W,6,4,,4-5,4,3.0,Torres,Avilan,Valverde,3:26,N,29470,0.92,1,,2014
10,"Friday, Apr 11",NYM,A,LAA,L-wo,4,5,11,4-6,4,3.0,Kohn,Familia,,3:54,N,42871,0.84,-1,,2014
11,"Saturday, Apr 12",NYM,A,LAA,W,7,6,13,5-6,3,2.0,Lannan,Shoemaker,,4:29,N,40027,0.81,1,,2014
12,"Sunday, Apr 13",NYM,A,LAA,L,2,14,,5-7,4,3.0,Wilson,Colon,,3:05,D,38855,0.86,-1,,2014
13,"Monday, Apr 14",NYM,A,ARI,W,7,3,,6-7,3,3.0,Wheeler,Collmenter,Torres,3:08,N,18099,0.86,1,,2014
14,"Tuesday, Apr 15",NYM,A,ARI,W,9,0,,7-7,3,2.5,Mejia,Arroyo,,2:49,N,21969,0.86,2,,2014
15,"Wednesday, Apr 16",NYM,A,ARI,W,5,2,,8-7,3,2.5,Gee,McCarthy,,2:46,D,19673,0.96,3,,2014
16,"Friday, Apr 18",NYM,H,ATL,L,0,6,,8-8,3,3.0,Harang,Niese,,2:55,N,33199,1.17,-1,,2014
17,"Saturday, Apr 19",NYM,H,ATL,L,5,7,,8-9,3,4.0,Santana,Colon,Walden,3:13,N,31476,1.11,-2,,2014
18,"Sunday, Apr 20",NYM,H,ATL,W-wo,4,3,14,9-9,3,3.0,Valverde,Schlosser,,4:37,D,33131,1.05,1,,2014
19,"Monday, Apr 21",NYM,H,STL,W,2,0,,10-9,3,3.0,Mejia,Lyons,Farnsworth,2:34,N,20382,0.94,2,,2014
20,"Tuesday, Apr 22",NYM,H,STL,L,0,3,,10-10,3,3.0,Wainwright,Gee,Rosenthal,2:40,N,20220,1,-1,,2014
21,"Wednesday, Apr 23",NYM,H,STL,W,3,2,,11-10,3,3.0,Niese,Wacha,Farnsworth,3:08,N,21981,0.95,1,,2014
22,"Thursday, Apr 24",NYM,H,STL,W,4,1,,12-10,2,2.5,Colon,Lynn,Matsuzaka,3:03,D,22669,0.99,2,,2014
23,"Friday, Apr 25",NYM,H,MIA,W-wo,4,3,,13-10,2,2.5,Familia,Cishek,,2:59,N,21171,1.08,3,,2014
24,"Saturday, Apr 26",NYM,H,MIA,L,6,7,10,13-11,3,3.5,Dunn,Farnsworth,Cishek,3:35,N,21492,1.15,-1,,2014
25,"Sunday, Apr 27",NYM,H,MIA,W,4,0,,14-11,2,3.5,Gee,Koehler,,2:42,D,26861,1.05,1,,2014
26,"Tuesday, Apr 29",NYM,A,PHI,W,6,1,,15-11,2,2.5,Niese,Hamels,,2:53,N,28189,1.11,2,,2014
27,"Thursday, May 1",NYM,A,COL,L,4,7,,15-12,3,2.0,Nicasio,Colon,,2:48,N,22989,1.07,-1,,2014
28,"Friday, May 2",NYM,A,COL,L,3,10,,15-13,3,2.0,De La Rosa,Wheeler,,3:02,N,42040,1.05,-2,,2014
29,"Saturday, May 3",NYM,A,COL,L-wo,10,11,,15-14,3,2.0,Hawkins,Farnsworth,,3:47,N,38688,1.04,-3,,2014
30,"Sunday, May 4",NYM,A,COL,W,5,1,,16-14,3,1.0,Gee,Chacin,,3:03,D,40190,1.02,1,,2014
31,"Monday, May 5",NYM,A,MIA,L-wo,3,4,,16-15,4,1.5,Cishek,Rice,,2:53,N,20606,1.21,-1,,2014
32,"Tuesday, May 6",NYM,A,MIA,L,0,3,,16-16,4,2.0,Alvarez,Colon,,2:08,N,18315,1.15,-2,,2014
33,"Wednesday, May 7",NYM,A,MIA,L-wo,0,1,,16-17,4,2.5,Cishek,Torres,,2:40,D,18010,1.1,-3,,2014
34,"Friday, May 9",NYM,H,PHI,L,2,3,11,16-18,4,3.0,Hollands,Torres,Papelbon,4:39,N,30036,1.01,-4,,2014
35,"Saturday, May 10",NYM,H,PHI,L,4,5,,16-19,5,4.0,Adams,Farnsworth,Papelbon,3:16,N,29170,0.92,-5,,2014
36,"Sunday, May 11",NYM,H,PHI,W-wo,5,4,11,17-19,4,4.0,Rice,Manship,,4:22,D,28926,0.87,1,,2014
37,"Monday, May 12",NYM,A,NYY,W,9,7,,18-19,4,3.0,Mejia,Thornton,Farnsworth,3:34,N,46517,0.87,2,,2014
38,"Tuesday, May 13",NYM,A,NYY,W,12,7,,19-19,3,3.0,Matsuzaka,Nuno,,3:58,N,45958,0.89,3,,2014
39,"Wednesday, May 14",NYM,H,NYY,L,0,4,,19-20,4,3.0,Tanaka,Montero,,3:00,N,35577,0.97,-1,,2014
40,"Thursday, May 15",NYM,H,NYY,L,0,1,,19-21,4,3.5,Betances,deGrom,Robertson,3:04,N,40133,0.87,-2,,2014
41,"Friday, May 16",NYM,A,WSN,L,2,5,,19-22,4,3.5,Roark,Niese,Soriano,3:08,N,34413,1.05,-3,,2014
42,"Saturday, May 17",NYM,A,WSN,W,5,2,,20-22,4,2.5,Colon,Gonzalez,Mejia,2:48,D,41225,0.98,1,,2014
43,"Sunday, May 18",NYM,A,WSN,L,3,6,,20-23,4,3.5,Zimmermann,Wheeler,Soriano,2:45,D,36965,1.1,-1,,2014
44,"Tuesday, May 20",NYM,H,LAD,L,4,9,,20-24,5,5.0,Beckett,Montero,,4:08,N,22288,0.87,-2,,2014
45,"Wednesday, May 21",NYM,H,LAD,L,3,4,,20-25,5,5.0,Ryu,deGrom,Jansen,3:01,N,23721,0.81,-3,,2014
46,"Thursday, May 22",NYM,H,LAD,W,5,3,,21-25,4,5.0,Niese,Perez,Mejia,2:59,N,23416,0.71,1,,2014
47,"Saturday, May 24",NYM,H,ARI,L,2,3,,21-26,5,5.5,Collmenter,Wheeler,Reed,3:18,D,24551,0.79,-1,,2014
48,"Sunday, May 25 (1)",NYM,H,ARI,L,1,2,,21-27,4,6.0,Marshall,Mejia,Reed,3:09,D,NA,0.72,-2,2014-05-23 (Rain),2014
49,"Sunday, May 25 (2)",NYM,H,ARI,W,4,2,,22-27,4,6.0,Matsuzaka,Spruill,Mejia,3:12,D,30785,0.65,1,,2014
50,"Monday, May 26",NYM,H,PIT,L,3,5,,22-28,5,6.0,Watson,Valverde,Melancon,3:30,D,29309,0.69,-1,,2014
51,"Tuesday, May 27",NYM,H,PIT,W,4,2,,23-28,4,5.0,Black,Gomez,Mejia,3:43,N,20263,0.67,1,,2014
52,"Wednesday, May 28",NYM,H,PIT,W,5,0,,24-28,4,4.0,Colon,Morton,Familia,3:08,D,34839,0.72,2,,2014
53,"Thursday, May 29",NYM,A,PHI,W,4,1,,25-28,4,3.0,Wheeler,Buchanan,Mejia,2:55,N,26668,0.88,3,,2014
54,"Friday, May 30",NYM,A,PHI,L-wo,5,6,14,25-29,4,4.0,De Fratus,Mejia,,5:23,N,30236,0.98,-1,,2014
